ENSMUSG00000064341	ENSHGLG00000000006
ENSMUSG00000020090	ENSHGLG00000011384
ENSMUSG00000009216	ENSHGLG00000011385
ENSMUSG00000027077	ENSHGLG00000011386
ENSMUSG00000020945	ENSHGLG00000011388
ENSMUSG00000033544	ENSHGLG00000011389
ENSMUSG00000098509	ENSHGLG00000011391
ENSMUSG00000006589	ENSHGLG00000011392
ENSMUSG00000029536	ENSHGLG00000011394
ENSMUSG00000074925	ENSHGLG00000011396
ENSMUSG00000039253	ENSHGLG00000011397
ENSMUSG00000020605	ENSHGLG00000011399
ENSMUSG00000027456	ENSHGLG00000011402
ENSMUSG00000044345	ENSHGLG00000011403
ENSMUSG00000028851	ENSHGLG00000011404
ENSMUSG00000051497	ENSHGLG00000011405
ENSMUSG00000066975	ENSHGLG00000011408
ENSMUSG00000039476	ENSHGLG00000011410
ENSMUSG00000020922	ENSHGLG00000011411
ENSMUSG00000026854	ENSHGLG00000011412
ENSMUSG00000042502	ENSHGLG00000011413
ENSMUSG00000052423	ENSHGLG00000011414
ENSMUSG00000028836	ENSHGLG00000011416
ENSMUSG00000020536	ENSHGLG00000011417
ENSMUSG00000017499	ENSHGLG00000011419
ENSMUSG00000029462	ENSHGLG00000011420
ENSMUSG00000070720	ENSHGLG00000011421
ENSMUSG00000038357	ENSHGLG00000011422
ENSMUSG00000019470	ENSHGLG00000011423
ENSMUSG00000043085	ENSHGLG00000011424
ENSMUSG00000001323	ENSHGLG00000011426
ENSMUSG00000063320	ENSHGLG00000011427
ENSMUSG00000073702	ENSHGLG00000011431
ENSMUSG00000034064	ENSHGLG00000011432
ENSMUSG00000051811	ENSHGLG00000011433
ENSMUSG00000057363	ENSHGLG00000011434
ENSMUSG00000036924	ENSHGLG00000011435
ENSMUSG00000091556	ENSHGLG00000011436
ENSMUSG00000041193	ENSHGLG00000011437
ENSMUSG00000032599	ENSHGLG00000011439
ENSMUSG00000029377	ENSHGLG00000011440
ENSMUSG00000030945	ENSHGLG00000011441
ENSMUSG00000032712	ENSHGLG00000011442
ENSMUSG00000000154	ENSHGLG00000011443
ENSMUSG00000015243	ENSHGLG00000011444
ENSMUSG00000030738	ENSHGLG00000011445
ENSMUSG00000033579	ENSHGLG00000011447
ENSMUSG00000035109	ENSHGLG00000011448
ENSMUSG00000041044	ENSHGLG00000011452
ENSMUSG00000022701	ENSHGLG00000011453
ENSMUSG00000066233	ENSHGLG00000011454
ENSMUSG00000024797	ENSHGLG00000011455
ENSMUSG00000002111	ENSHGLG00000011456
ENSMUSG00000038718	ENSHGLG00000011457
ENSMUSG00000073804	ENSHGLG00000011458
ENSMUSG00000040009	ENSHGLG00000011460
ENSMUSG00000070348	ENSHGLG00000011461
ENSMUSG00000055523	ENSHGLG00000011463
ENSMUSG00000038709	ENSHGLG00000011464
ENSMUSG00000044220	ENSHGLG00000011465
ENSMUSG00000043807	ENSHGLG00000011468
ENSMUSG00000005034	ENSHGLG00000011472
ENSMUSG00000028673	ENSHGLG00000011473
ENSMUSG00000000275	ENSHGLG00000011477
ENSMUSG00000037020	ENSHGLG00000011478
ENSMUSG00000003423	ENSHGLG00000011479
ENSMUSG00000038128	ENSHGLG00000011480
ENSMUSG00000004415	ENSHGLG00000011481
ENSMUSG00000022821	ENSHGLG00000011483
ENSMUSG00000058239	ENSHGLG00000011485
ENSMUSG00000001014	ENSHGLG00000011486
ENSMUSG00000043460	ENSHGLG00000011487
ENSMUSG00000030654	ENSHGLG00000011488
ENSMUSG00000001751	ENSHGLG00000011489
ENSMUSG00000026817	ENSHGLG00000011490
ENSMUSG00000038570	ENSHGLG00000011491
ENSMUSG00000020839	ENSHGLG00000011492
ENSMUSG00000037972	ENSHGLG00000011493
ENSMUSG00000021286	ENSHGLG00000011494
ENSMUSG00000022636	ENSHGLG00000011495
ENSMUSG00000027395	ENSHGLG00000011497
ENSMUSG00000031333	ENSHGLG00000011499
ENSMUSG00000051969	ENSHGLG00000011500
ENSMUSG00000023284	ENSHGLG00000011502
ENSMUSG00000046556	ENSHGLG00000011504
ENSMUSG00000045624	ENSHGLG00000011505
ENSMUSG00000025317	ENSHGLG00000011507
ENSMUSG00000044676	ENSHGLG00000011510
ENSMUSG00000023249	ENSHGLG00000011511
ENSMUSG00000076435	ENSHGLG00000011512
ENSMUSG00000031821	ENSHGLG00000011513
ENSMUSG00000075703	ENSHGLG00000011515
ENSMUSG00000015027	ENSHGLG00000011517
ENSMUSG00000025538	ENSHGLG00000011518
ENSMUSG00000006058	ENSHGLG00000011519
ENSMUSG00000021252	ENSHGLG00000011521
ENSMUSG00000027663	ENSHGLG00000011523
ENSMUSG00000050121	ENSHGLG00000011525
ENSMUSG00000040029	ENSHGLG00000011526
ENSMUSG00000017830	ENSHGLG00000011529
ENSMUSG00000069855	ENSHGLG00000011530
ENSMUSG00000040596	ENSHGLG00000011531
ENSMUSG00000060679	ENSHGLG00000011532
ENSMUSG00000038784	ENSHGLG00000011533
ENSMUSG00000028523	ENSHGLG00000011534
ENSMUSG00000000394	ENSHGLG00000011535
ENSMUSG00000041879	ENSHGLG00000011536
ENSMUSG00000024830	ENSHGLG00000011537
ENSMUSG00000042216	ENSHGLG00000011538
ENSMUSG00000041530	ENSHGLG00000011540
ENSMUSG00000000915	ENSHGLG00000011541
ENSMUSG00000030785	ENSHGLG00000011543
ENSMUSG00000000817	ENSHGLG00000011544
ENSMUSG00000023473	ENSHGLG00000011545
ENSMUSG00000050105	ENSHGLG00000011546
ENSMUSG00000057337	ENSHGLG00000011547
ENSMUSG00000020948	ENSHGLG00000011548
ENSMUSG00000067586	ENSHGLG00000011549
ENSMUSG00000047787	ENSHGLG00000011550
ENSMUSG00000022814	ENSHGLG00000011551
ENSMUSG00000030031	ENSHGLG00000011553
ENSMUSG00000031986	ENSHGLG00000011554
ENSMUSG00000028989	ENSHGLG00000011558
ENSMUSG00000026894	ENSHGLG00000011559
ENSMUSG00000037977	ENSHGLG00000011560
ENSMUSG00000070330	ENSHGLG00000011564
ENSMUSG00000035173	ENSHGLG00000011565
ENSMUSG00000030275	ENSHGLG00000011566
ENSMUSG00000021743	ENSHGLG00000011569
ENSMUSG00000021192	ENSHGLG00000011570
ENSMUSG00000031904	ENSHGLG00000011571
ENSMUSG00000007480	ENSHGLG00000011573
ENSMUSG00000025759	ENSHGLG00000011574
ENSMUSG00000017607	ENSHGLG00000011575
ENSMUSG00000025995	ENSHGLG00000011577
ENSMUSG00000062963	ENSHGLG00000011578
ENSMUSG00000018974	ENSHGLG00000011579
ENSMUSG00000037197	ENSHGLG00000011580
ENSMUSG00000032596	ENSHGLG00000011581
ENSMUSG00000025575	ENSHGLG00000011582
ENSMUSG00000034931	ENSHGLG00000011583
ENSMUSG00000063600	ENSHGLG00000011584
ENSMUSG00000005360	ENSHGLG00000011585
ENSMUSG00000015850	ENSHGLG00000011586
ENSMUSG00000031796	ENSHGLG00000011587
ENSMUSG00000022949	ENSHGLG00000011588
ENSMUSG00000042229	ENSHGLG00000011589
ENSMUSG00000090290	ENSHGLG00000011592
ENSMUSG00000048707	ENSHGLG00000011593
ENSMUSG00000026829	ENSHGLG00000011594
ENSMUSG00000028035	ENSHGLG00000011595
ENSMUSG00000035595	ENSHGLG00000011596
ENSMUSG00000029306	ENSHGLG00000011597
ENSMUSG00000027660	ENSHGLG00000011598
ENSMUSG00000041695	ENSHGLG00000011599
ENSMUSG00000033187	ENSHGLG00000011603
ENSMUSG00000020907	ENSHGLG00000011604
ENSMUSG00000038932	ENSHGLG00000011606
ENSMUSG00000037029	ENSHGLG00000011608
ENSMUSG00000044134	ENSHGLG00000011610
ENSMUSG00000066278	ENSHGLG00000011611
ENSMUSG00000025175	ENSHGLG00000011612
ENSMUSG00000058756	ENSHGLG00000011614
ENSMUSG00000031775	ENSHGLG00000011615
ENSMUSG00000020884	ENSHGLG00000011616
ENSMUSG00000028893	ENSHGLG00000011617
ENSMUSG00000030515	ENSHGLG00000011618
ENSMUSG00000052435	ENSHGLG00000011620
ENSMUSG00000020872	ENSHGLG00000011621
ENSMUSG00000019868	ENSHGLG00000011622
ENSMUSG00000037151	ENSHGLG00000011623
ENSMUSG00000050188	ENSHGLG00000011625
ENSMUSG00000022548	ENSHGLG00000011627
ENSMUSG00000032777	ENSHGLG00000011628
ENSMUSG00000024837	ENSHGLG00000011630
ENSMUSG00000069080	ENSHGLG00000011631
ENSMUSG00000032525	ENSHGLG00000011632
ENSMUSG00000058152	ENSHGLG00000011633
ENSMUSG00000078554	ENSHGLG00000011634
ENSMUSG00000028657	ENSHGLG00000011635
ENSMUSG00000033769	ENSHGLG00000011639
ENSMUSG00000014846	ENSHGLG00000011640
ENSMUSG00000027359	ENSHGLG00000011641
ENSMUSG00000028834	ENSHGLG00000011642
ENSMUSG00000038845	ENSHGLG00000011644
ENSMUSG00000038712	ENSHGLG00000011645
ENSMUSG00000007029	ENSHGLG00000011646
ENSMUSG00000034271	ENSHGLG00000011647
ENSMUSG00000079037	ENSHGLG00000011648
ENSMUSG00000029600	ENSHGLG00000011650
ENSMUSG00000028492	ENSHGLG00000011651
ENSMUSG00000028797	ENSHGLG00000011652
ENSMUSG00000026766	ENSHGLG00000011653
ENSMUSG00000032513	ENSHGLG00000011654
ENSMUSG00000056938	ENSHGLG00000011655
ENSMUSG00000041592	ENSHGLG00000011656
ENSMUSG00000018965	ENSHGLG00000011659
ENSMUSG00000055026	ENSHGLG00000011660
ENSMUSG00000022641	ENSHGLG00000011661
ENSMUSG00000029020	ENSHGLG00000011663
ENSMUSG00000034501	ENSHGLG00000011665
ENSMUSG00000030956	ENSHGLG00000011667
ENSMUSG00000024955	ENSHGLG00000011668
ENSMUSG00000040433	ENSHGLG00000011669
ENSMUSG00000043924	ENSHGLG00000011670
ENSMUSG00000022656	ENSHGLG00000011671
ENSMUSG00000033294	ENSHGLG00000011672
ENSMUSG00000035355	ENSHGLG00000011673
ENSMUSG00000040483	ENSHGLG00000011677
ENSMUSG00000030981	ENSHGLG00000011678
ENSMUSG00000027332	ENSHGLG00000011679
ENSMUSG00000030577	ENSHGLG00000011680
ENSMUSG00000015023	ENSHGLG00000011681
ENSMUSG00000029716	ENSHGLG00000011682
ENSMUSG00000029445	ENSHGLG00000011686
ENSMUSG00000034616	ENSHGLG00000011687
ENSMUSG00000014498	ENSHGLG00000011688
ENSMUSG00000006373	ENSHGLG00000011689
ENSMUSG00000021540	ENSHGLG00000011690
ENSMUSG00000050714	ENSHGLG00000011691
ENSMUSG00000036995	ENSHGLG00000011692
ENSMUSG00000003948	ENSHGLG00000011695
ENSMUSG00000050410	ENSHGLG00000011696
ENSMUSG00000029868	ENSHGLG00000011697
ENSMUSG00000042401	ENSHGLG00000011698
ENSMUSG00000028670	ENSHGLG00000011699
ENSMUSG00000063317	ENSHGLG00000011700
ENSMUSG00000037159	ENSHGLG00000011701
ENSMUSG00000024222	ENSHGLG00000011702
ENSMUSG00000035236	ENSHGLG00000011703
ENSMUSG00000028289	ENSHGLG00000011705
ENSMUSG00000033953	ENSHGLG00000011706
ENSMUSG00000011837	ENSHGLG00000011707
ENSMUSG00000042320	ENSHGLG00000011710
ENSMUSG00000029250	ENSHGLG00000011712
ENSMUSG00000066441	ENSHGLG00000011713
ENSMUSG00000040928	ENSHGLG00000011714
ENSMUSG00000000486	ENSHGLG00000011715
ENSMUSG00000028894	ENSHGLG00000011716
ENSMUSG00000032849	ENSHGLG00000011718
ENSMUSG00000025532	ENSHGLG00000011719
ENSMUSG00000036057	ENSHGLG00000011720
ENSMUSG00000044017	ENSHGLG00000011721
ENSMUSG00000051169	ENSHGLG00000011722
ENSMUSG00000022383	ENSHGLG00000011724
ENSMUSG00000038930	ENSHGLG00000011725
ENSMUSG00000029404	ENSHGLG00000011726
ENSMUSG00000031078	ENSHGLG00000011727
ENSMUSG00000024560	ENSHGLG00000011728
ENSMUSG00000027004	ENSHGLG00000011729
ENSMUSG00000022664	ENSHGLG00000011730
ENSMUSG00000061461	ENSHGLG00000011734
ENSMUSG00000059796	ENSHGLG00000011735
ENSMUSG00000026694	ENSHGLG00000011737
ENSMUSG00000032454	ENSHGLG00000011738
ENSMUSG00000027187	ENSHGLG00000011741
ENSMUSG00000038518	ENSHGLG00000011742
ENSMUSG00000038700	ENSHGLG00000011744
ENSMUSG00000041827	ENSHGLG00000011746
ENSMUSG00000020902	ENSHGLG00000011747
ENSMUSG00000024952	ENSHGLG00000011748
ENSMUSG00000030035	ENSHGLG00000011749
ENSMUSG00000032477	ENSHGLG00000011750
ENSMUSG00000021071	ENSHGLG00000011753
ENSMUSG00000037679	ENSHGLG00000011755
ENSMUSG00000031960	ENSHGLG00000011756
ENSMUSG00000025578	ENSHGLG00000011757
ENSMUSG00000066224	ENSHGLG00000011758
ENSMUSG00000020740	ENSHGLG00000011759
ENSMUSG00000021613	ENSHGLG00000011760
ENSMUSG00000035916	ENSHGLG00000011762
ENSMUSG00000019916	ENSHGLG00000011764
ENSMUSG00000091625	ENSHGLG00000011765
ENSMUSG00000021176	ENSHGLG00000011766
ENSMUSG00000005087	ENSHGLG00000011767
ENSMUSG00000042700	ENSHGLG00000011768
ENSMUSG00000036908	ENSHGLG00000011769
ENSMUSG00000036768	ENSHGLG00000011770
ENSMUSG00000025466	ENSHGLG00000011771
ENSMUSG00000021236	ENSHGLG00000011772
ENSMUSG00000034664	ENSHGLG00000011773
ENSMUSG00000017288	ENSHGLG00000011774
ENSMUSG00000026842	ENSHGLG00000011775
ENSMUSG00000001985	ENSHGLG00000011776
ENSMUSG00000024807	ENSHGLG00000011777
ENSMUSG00000002546	ENSHGLG00000011778
ENSMUSG00000047248	ENSHGLG00000011779
ENSMUSG00000020532	ENSHGLG00000011781
ENSMUSG00000067851	ENSHGLG00000011784
ENSMUSG00000060152	ENSHGLG00000011786
ENSMUSG00000006476	ENSHGLG00000011789
ENSMUSG00000038011	ENSHGLG00000011790
ENSMUSG00000038371	ENSHGLG00000011791
ENSMUSG00000013418	ENSHGLG00000011792
ENSMUSG00000037851	ENSHGLG00000011793
ENSMUSG00000035237	ENSHGLG00000011794
ENSMUSG00000009112	ENSHGLG00000011796
ENSMUSG00000017146	ENSHGLG00000011797
ENSMUSG00000038563	ENSHGLG00000011798
ENSMUSG00000027985	ENSHGLG00000011799
ENSMUSG00000022974	ENSHGLG00000011800
ENSMUSG00000071042	ENSHGLG00000011801
ENSMUSG00000020941	ENSHGLG00000011804
ENSMUSG00000022607	ENSHGLG00000011805
ENSMUSG00000048764	ENSHGLG00000011806
ENSMUSG00000034801	ENSHGLG00000011807
ENSMUSG00000035011	ENSHGLG00000011811
ENSMUSG00000024767	ENSHGLG00000011812
ENSMUSG00000006463	ENSHGLG00000011814
ENSMUSG00000031953	ENSHGLG00000011816
ENSMUSG00000016946	ENSHGLG00000011817
ENSMUSG00000000411	ENSHGLG00000011818
ENSMUSG00000024212	ENSHGLG00000011819
ENSMUSG00000091376	ENSHGLG00000011820
ENSMUSG00000055633	ENSHGLG00000011821
ENSMUSG00000042616	ENSHGLG00000011822
ENSMUSG00000038485	ENSHGLG00000011823
ENSMUSG00000021939	ENSHGLG00000011824
ENSMUSG00000032602	ENSHGLG00000011825
ENSMUSG00000078908	ENSHGLG00000011826
ENSMUSG00000025780	ENSHGLG00000011827
ENSMUSG00000050592	ENSHGLG00000011828
ENSMUSG00000000567	ENSHGLG00000011829
ENSMUSG00000042604	ENSHGLG00000011830
ENSMUSG00000017316	ENSHGLG00000011831
ENSMUSG00000046719	ENSHGLG00000011832
ENSMUSG00000049882	ENSHGLG00000011833
ENSMUSG00000031070	ENSHGLG00000011834
ENSMUSG00000026895	ENSHGLG00000011835
ENSMUSG00000010911	ENSHGLG00000011839
ENSMUSG00000001665	ENSHGLG00000011840
ENSMUSG00000057551	ENSHGLG00000011841
ENSMUSG00000028911	ENSHGLG00000011842
ENSMUSG00000061577	ENSHGLG00000011843
ENSMUSG00000040554	ENSHGLG00000011845
ENSMUSG00000059708	ENSHGLG00000011847
ENSMUSG00000062822	ENSHGLG00000011848
ENSMUSG00000053080	ENSHGLG00000011849
ENSMUSG00000066798	ENSHGLG00000011851
ENSMUSG00000031983	ENSHGLG00000011852
ENSMUSG00000092417	ENSHGLG00000011853
ENSMUSG00000021396	ENSHGLG00000011854
ENSMUSG00000041907	ENSHGLG00000011855
ENSMUSG00000040842	ENSHGLG00000011856
ENSMUSG00000022658	ENSHGLG00000011857
ENSMUSG00000026805	ENSHGLG00000011858
ENSMUSG00000047535	ENSHGLG00000011859
ENSMUSG00000046402	ENSHGLG00000011860
ENSMUSG00000063430	ENSHGLG00000011862
ENSMUSG00000040247	ENSHGLG00000011863
ENSMUSG00000027203	ENSHGLG00000011864
ENSMUSG00000032579	ENSHGLG00000011865
ENSMUSG00000050511	ENSHGLG00000011866
ENSMUSG00000027427	ENSHGLG00000011867
ENSMUSG00000095941	ENSHGLG00000011868
ENSMUSG00000053841	ENSHGLG00000011869
ENSMUSG00000033629	ENSHGLG00000011870
ENSMUSG00000022057	ENSHGLG00000011872
ENSMUSG00000003402	ENSHGLG00000011876
ENSMUSG00000029851	ENSHGLG00000011877
ENSMUSG00000028860	ENSHGLG00000011880
ENSMUSG00000047423	ENSHGLG00000011881
ENSMUSG00000042851	ENSHGLG00000011882
ENSMUSG00000011463	ENSHGLG00000011884
ENSMUSG00000029376	ENSHGLG00000011885
ENSMUSG00000028753	ENSHGLG00000011886
ENSMUSG00000029189	ENSHGLG00000011887
ENSMUSG00000047714	ENSHGLG00000011888
ENSMUSG00000024777	ENSHGLG00000011889
ENSMUSG00000024789	ENSHGLG00000011890
ENSMUSG00000035666	ENSHGLG00000011891
ENSMUSG00000003119	ENSHGLG00000011893
ENSMUSG00000006215	ENSHGLG00000011895
ENSMUSG00000006205	ENSHGLG00000011897
ENSMUSG00000075033	ENSHGLG00000011899
ENSMUSG00000039205	ENSHGLG00000011900
ENSMUSG00000048965	ENSHGLG00000011901
ENSMUSG00000031767	ENSHGLG00000011902
ENSMUSG00000034247	ENSHGLG00000011903
ENSMUSG00000014776	ENSHGLG00000011905
ENSMUSG00000025647	ENSHGLG00000011906
ENSMUSG00000054455	ENSHGLG00000011907
ENSMUSG00000018339	ENSHGLG00000011910
ENSMUSG00000053141	ENSHGLG00000011912
ENSMUSG00000039335	ENSHGLG00000011913
ENSMUSG00000015087	ENSHGLG00000011916
ENSMUSG00000022304	ENSHGLG00000011917
ENSMUSG00000022142	ENSHGLG00000011918
ENSMUSG00000053930	ENSHGLG00000011919
ENSMUSG00000032786	ENSHGLG00000011920
ENSMUSG00000038696	ENSHGLG00000011921
ENSMUSG00000051149	ENSHGLG00000011922
ENSMUSG00000021069	ENSHGLG00000011923
ENSMUSG00000045007	ENSHGLG00000011925
ENSMUSG00000032966	ENSHGLG00000011926
ENSMUSG00000037625	ENSHGLG00000011927
ENSMUSG00000073758	ENSHGLG00000011928
ENSMUSG00000032719	ENSHGLG00000011929
ENSMUSG00000042254	ENSHGLG00000011932
ENSMUSG00000027829	ENSHGLG00000011933
ENSMUSG00000028790	ENSHGLG00000011935
ENSMUSG00000024983	ENSHGLG00000011937
ENSMUSG00000028840	ENSHGLG00000011938
ENSMUSG00000005779	ENSHGLG00000011939
ENSMUSG00000047617	ENSHGLG00000011941
ENSMUSG00000052921	ENSHGLG00000011942
ENSMUSG00000005952	ENSHGLG00000011943
ENSMUSG00000017264	ENSHGLG00000011944
ENSMUSG00000040312	ENSHGLG00000011945
ENSMUSG00000020627	ENSHGLG00000011946
ENSMUSG00000017740	ENSHGLG00000011947
ENSMUSG00000030533	ENSHGLG00000011948
ENSMUSG00000038060	ENSHGLG00000011950
ENSMUSG00000041966	ENSHGLG00000011952
ENSMUSG00000045912	ENSHGLG00000011953
ENSMUSG00000041287	ENSHGLG00000011954
ENSMUSG00000042106	ENSHGLG00000011955
ENSMUSG00000032526	ENSHGLG00000011957
ENSMUSG00000066894	ENSHGLG00000011958
ENSMUSG00000058216	ENSHGLG00000011960
ENSMUSG00000051223	ENSHGLG00000011961
ENSMUSG00000020910	ENSHGLG00000011962
ENSMUSG00000021118	ENSHGLG00000011963
ENSMUSG00000037446	ENSHGLG00000011964
ENSMUSG00000026814	ENSHGLG00000011965
ENSMUSG00000024978	ENSHGLG00000011966
ENSMUSG00000026923	ENSHGLG00000011967
ENSMUSG00000031478	ENSHGLG00000011968
ENSMUSG00000033444	ENSHGLG00000011969
ENSMUSG00000110573	ENSHGLG00000011970
ENSMUSG00000019578	ENSHGLG00000011971
ENSMUSG00000022805	ENSHGLG00000011972
ENSMUSG00000028148	ENSHGLG00000011973
ENSMUSG00000056201	ENSHGLG00000011974
ENSMUSG00000028736	ENSHGLG00000011975
ENSMUSG00000009070	ENSHGLG00000011976
ENSMUSG00000015337	ENSHGLG00000011977
ENSMUSG00000049134	ENSHGLG00000011978
ENSMUSG00000040822	ENSHGLG00000011980
ENSMUSG00000017802	ENSHGLG00000011981
ENSMUSG00000047773	ENSHGLG00000011982
ENSMUSG00000096001	ENSHGLG00000011983
ENSMUSG00000030806	ENSHGLG00000011984
ENSMUSG00000028386	ENSHGLG00000011985
ENSMUSG00000036856	ENSHGLG00000011986
ENSMUSG00000037171	ENSHGLG00000011988
ENSMUSG00000026851	ENSHGLG00000011990
ENSMUSG00000037580	ENSHGLG00000011991
ENSMUSG00000029458	ENSHGLG00000011992
ENSMUSG00000009145	ENSHGLG00000011994
ENSMUSG00000047419	ENSHGLG00000011995
ENSMUSG00000021287	ENSHGLG00000011996
ENSMUSG00000031824	ENSHGLG00000011998
ENSMUSG00000019055	ENSHGLG00000011999
ENSMUSG00000032702	ENSHGLG00000012000
ENSMUSG00000028820	ENSHGLG00000012001
ENSMUSG00000054400	ENSHGLG00000012002
ENSMUSG00000028758	ENSHGLG00000012003
ENSMUSG00000044145	ENSHGLG00000012004
ENSMUSG00000006958	ENSHGLG00000012005
ENSMUSG00000048126	ENSHGLG00000012006
ENSMUSG00000021140	ENSHGLG00000012007
ENSMUSG00000029406	ENSHGLG00000012008
ENSMUSG00000055322	ENSHGLG00000012009
ENSMUSG00000028804	ENSHGLG00000012011
ENSMUSG00000020116	ENSHGLG00000012012
ENSMUSG00000024985	ENSHGLG00000012013
ENSMUSG00000035597	ENSHGLG00000012015
ENSMUSG00000000303	ENSHGLG00000012016
ENSMUSG00000018474	ENSHGLG00000012017
ENSMUSG00000023495	ENSHGLG00000012018
ENSMUSG00000034205	ENSHGLG00000012019
ENSMUSG00000102802	ENSHGLG00000012020
ENSMUSG00000028794	ENSHGLG00000012021
ENSMUSG00000071890	ENSHGLG00000012022
ENSMUSG00000026885	ENSHGLG00000012023
ENSMUSG00000015943	ENSHGLG00000012025
ENSMUSG00000031891	ENSHGLG00000012026
ENSMUSG00000033837	ENSHGLG00000012027
ENSMUSG00000036534	ENSHGLG00000012028
ENSMUSG00000020850	ENSHGLG00000012029
ENSMUSG00000024892	ENSHGLG00000012030
ENSMUSG00000021219	ENSHGLG00000012031
ENSMUSG00000048424	ENSHGLG00000012032
ENSMUSG00000019278	ENSHGLG00000012033
ENSMUSG00000032456	ENSHGLG00000012035
ENSMUSG00000040938	ENSHGLG00000012038
ENSMUSG00000006469	ENSHGLG00000012039
ENSMUSG00000021458	ENSHGLG00000012042
ENSMUSG00000043099	ENSHGLG00000012044
ENSMUSG00000030217	ENSHGLG00000012046
ENSMUSG00000034317	ENSHGLG00000012047
ENSMUSG00000078255	ENSHGLG00000012048
ENSMUSG00000026958	ENSHGLG00000012051
ENSMUSG00000034563	ENSHGLG00000012053
ENSMUSG00000074746	ENSHGLG00000012055
ENSMUSG00000043418	ENSHGLG00000012056
ENSMUSG00000044641	ENSHGLG00000012058
ENSMUSG00000032562	ENSHGLG00000012059
ENSMUSG00000057147	ENSHGLG00000012060
ENSMUSG00000029202	ENSHGLG00000012061
ENSMUSG00000034533	ENSHGLG00000012062
ENSMUSG00000038384	ENSHGLG00000012063
ENSMUSG00000027684	ENSHGLG00000012064
ENSMUSG00000042178	ENSHGLG00000012066
ENSMUSG00000019173	ENSHGLG00000012067
ENSMUSG00000058297	ENSHGLG00000012068
ENSMUSG00000042595	ENSHGLG00000012070
ENSMUSG00000005950	ENSHGLG00000012071
ENSMUSG00000032586	ENSHGLG00000012072
ENSMUSG00000033845	ENSHGLG00000012073
ENSMUSG00000067341	ENSHGLG00000012074
ENSMUSG00000042507	ENSHGLG00000012075
ENSMUSG00000070691	ENSHGLG00000012076
ENSMUSG00000063065	ENSHGLG00000012077
ENSMUSG00000038671	ENSHGLG00000012078
ENSMUSG00000034105	ENSHGLG00000012079
ENSMUSG00000037139	ENSHGLG00000012080
ENSMUSG00000026754	ENSHGLG00000012081
ENSMUSG00000058740	ENSHGLG00000012082
ENSMUSG00000020181	ENSHGLG00000012083
ENSMUSG00000061536	ENSHGLG00000012085
ENSMUSG00000043290	ENSHGLG00000012086
ENSMUSG00000028833	ENSHGLG00000012088
ENSMUSG00000056310	ENSHGLG00000012093
ENSMUSG00000036875	ENSHGLG00000012094
ENSMUSG00000045639	ENSHGLG00000012095
ENSMUSG00000013158	ENSHGLG00000012096
ENSMUSG00000046756	ENSHGLG00000012098
ENSMUSG00000032484	ENSHGLG00000012099
ENSMUSG00000033703	ENSHGLG00000012100
ENSMUSG00000058831	ENSHGLG00000012102
ENSMUSG00000004105	ENSHGLG00000012103
ENSMUSG00000030792	ENSHGLG00000012104
ENSMUSG00000021125	ENSHGLG00000012107
ENSMUSG00000032578	ENSHGLG00000012108
ENSMUSG00000028861	ENSHGLG00000012109
ENSMUSG00000030815	ENSHGLG00000012110
ENSMUSG00000021809	ENSHGLG00000012111
ENSMUSG00000028885	ENSHGLG00000012112
ENSMUSG00000033983	ENSHGLG00000012113
ENSMUSG00000006056	ENSHGLG00000012114
ENSMUSG00000040661	ENSHGLG00000012116
ENSMUSG00000078676	ENSHGLG00000012117
ENSMUSG00000028906	ENSHGLG00000012118
ENSMUSG00000002249	ENSHGLG00000012119
ENSMUSG00000026918	ENSHGLG00000012120
ENSMUSG00000022696	ENSHGLG00000012121
ENSMUSG00000028803	ENSHGLG00000012123
ENSMUSG00000032531	ENSHGLG00000012124
ENSMUSG00000030866	ENSHGLG00000012125
ENSMUSG00000050390	ENSHGLG00000012126
ENSMUSG00000022803	ENSHGLG00000012127
ENSMUSG00000020544	ENSHGLG00000012128
ENSMUSG00000048100	ENSHGLG00000012130
ENSMUSG00000091091	ENSHGLG00000012132
ENSMUSG00000001865	ENSHGLG00000012134
ENSMUSG00000032551	ENSHGLG00000012135
ENSMUSG00000023935	ENSHGLG00000012136
ENSMUSG00000028385	ENSHGLG00000012137
ENSMUSG00000029761	ENSHGLG00000012139
ENSMUSG00000064145	ENSHGLG00000012140
ENSMUSG00000022620	ENSHGLG00000012141
ENSMUSG00000020092	ENSHGLG00000012142
ENSMUSG00000039195	ENSHGLG00000012143
ENSMUSG00000049950	ENSHGLG00000012144
ENSMUSG00000050619	ENSHGLG00000012145
ENSMUSG00000054013	ENSHGLG00000012146
ENSMUSG00000050212	ENSHGLG00000012148
ENSMUSG00000034258	ENSHGLG00000012149
ENSMUSG00000016637	ENSHGLG00000012150
ENSMUSG00000045251	ENSHGLG00000012152
ENSMUSG00000078970	ENSHGLG00000012153
ENSMUSG00000009566	ENSHGLG00000012155
ENSMUSG00000028741	ENSHGLG00000012157
ENSMUSG00000039483	ENSHGLG00000012158
ENSMUSG00000032741	ENSHGLG00000012159
ENSMUSG00000021577	ENSHGLG00000012160
ENSMUSG00000021456	ENSHGLG00000012161
ENSMUSG00000030929	ENSHGLG00000012162
ENSMUSG00000029188	ENSHGLG00000012163
ENSMUSG00000055044	ENSHGLG00000012164
ENSMUSG00000045064	ENSHGLG00000012165
